Time,Herbivore_Male,Herbivore_Female,Predator_Male,Predator_Female,Deaths,Births,PredatorKills,TreesEaten,TreesSpawned,MaxGeneration,HerbivoreMale_Tezyzna,HerbivoreMale_Poped,HerbivoreMale_Zwin,HerbivoreMale_Atrak,HerbivoreMale_Perc,HerbivoreMale_Sila,HerbivoreFemale_Tezyzna,HerbivoreFemale_Poped,HerbivoreFemale_Zwin,HerbivoreFemale_Atrak,HerbivoreFemale_Perc,HerbivoreFemale_Sila,PredatorMale_Tezyzna,PredatorMale_Poped,PredatorMale_Zwin,PredatorMale_Atrak,PredatorMale_Perc,PredatorMale_Sila,PredatorFemale_Tezyzna,PredatorFemale_Poped,PredatorFemale_Zwin,PredatorFemale_Atrak,PredatorFemale_Perc,PredatorFemale_Sila
0,98,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
1,99,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
2,99,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
4,00,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
5,00,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
6,00,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
7,00,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
8,00,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
9,01,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
10,01,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
11,01,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
12,01,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
13,02,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
14,02,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
15,02,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
16,02,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
17,03,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
18,03,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
19,04,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
20,04,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
21,05,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
22,05,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
23,05,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
24,06,3,7,7,3,0,0,0,0,0,0,0,425,0,343,0,548,0,464,0,211,0,434,0,580,0,598,0,548,0,582,0,468,0,579,0,519,0,629,0,342,0,432,0,359,0,520,0,742,0,324,0,319,0,628,0,646,0,841
